                PID              AREA_1           PERIMETER ZONING 
 385823.00000000000          1105.16875           135.64235 R1L    
 279109.00000000000          1104.99875           133.68900 R2     
 452771.00000000000          1104.93375           134.13087 R1L    
 351312.00000000000          1104.36500           138.67333 R1S    
 825422.00000000000          1103.83750           133.12878 R1L    
 274464.00000000000          1103.73000           140.46454 MUC    
 495291.00000000000          1103.59375           132.62194 R1L    
 531152.00000000000          1103.58750           133.47166 R1L    
 511840.00000000000          1103.25750           131.33984 R1L    
 694216.00000000000          1103.23250           139.66507 R1L    
 350728.00000000000          1102.75000           133.18164 R1L    
 530360.00000000000          1102.71375           130.38081 R1L    
 708461.00000000000          1102.64375           148.56619 R1L    
 520320.00000000000          1102.53250           137.76867 R1L    
 415950.00000000000          1102.47000           133.27483 R1L    
 277996.00000000000          1102.16750           140.44136 R1S    
 393231.00000000000          1101.92500           133.82423 R1L    
 928556.00000000000          1101.80750           138.92441 R1S    
1014000.00000000000          1101.57375           143.04030 R2S    
 493239.00000000000          1100.65500           133.27407 R1L    
 776260.00000000000          1100.28125           144.06050 R1L    
 737452.00000000000          1100.15250           138.23959 R1L    
 350520.00000000000          1100.10750           133.61673 R1L    
 372003.00000000000          1099.93375           145.08159 R2     
 367474.00000000000          1099.69500           137.87166 R1L    
 508416.00000000000          1099.64875           135.59800 R1L    
 544163.00000000000          1099.61125           133.32891 R1L    
 191783.00000000000          1099.52375           145.91504 R2     
 385500.00000000000          1099.35125           133.08629 R1L    
 395954.00000000000          1099.13500           133.60957 R1L    
 771949.00000000000          1098.99125           132.90338 R1L    
 396788.00000000000          1098.97125           133.17238 R1L    
1014653.00000000000          1098.94625           142.29542 R2S    
 388850.00000000000          1098.83500           140.05869 R1L    
 385765.00000000000          1098.70750           139.97649 R1L    
 621425.00000000000          1098.26500           138.17099 R1L    
 502138.00000000000          1098.19125           134.12452 R1L    
 675702.00000000000          1097.45750           142.61320 R1S    
 373837.00000000000          1097.43250           149.07064 R1L    
 572743.00000000000          1097.38375           132.08944 R1L    
 624742.00000000000          1097.35250           132.58417 R1L    
 511485.00000000000          1097.35250           133.08793 R1L    
 440941.00000000000          1096.99625           133.24339 R1L    
 437335.00000000000          1096.80500           132.73274 R1L    
 684142.00000000000          1096.78000           143.85370 R1L    
 710020.00000000000          1096.44375           135.20945 R1L    
 683649.00000000000          1096.43375           132.09631 R1L    
 350637.00000000000          1096.42625           138.09440 R1L    
 395178.00000000000          1095.99250           141.76415 R2     
 573931.00000000000          1095.97500           133.02106 R1L    
 464453.00000000000          1095.90375           133.52891 R1L    
 441121.00000000000          1095.76250           134.91099 R1L    
 396853.00000000000          1095.53625           133.81490 R1L    
 579144.00000000000          1095.53375           133.20284 R1L    
 373167.00000000000          1095.44625           132.53534 R2     
 467753.00000000000          1095.41750           132.96151 R1L    
 861419.00000000000          1095.40500           133.08336 R1L    
 452714.00000000000          1095.39875           133.15230 R1L    
 350306.00000000000          1095.23875           134.87646 R1L    
 415968.00000000000          1095.03875           132.95633 R1L    
 275230.00000000000          1094.78000           158.56664 MUC    
 372862.00000000000          1094.76875           138.34478 R2     
 825547.00000000000          1094.63500           132.66032 R1L    
 395731.00000000000          1094.44500           132.35724 I      
 492421.00000000000          1094.35125           132.53433 R1L    
 349506.00000000000          1094.35125           136.57423 R1L    
 384396.00000000000          1094.12000           132.82152 R1L    
 597179.00000000000          1093.95750           139.64309 R1L    
 480541.00000000000          1093.75375           132.88475 R1L    
 492546.00000000000          1093.50500           132.76699 R1L    
 589580.00000000000          1093.43750           133.00371 R1L    
 469494.00000000000          1093.39500           132.97531 R1L    
 866012.00000000000          1093.35000           133.21290 R1S    
 395749.00000000000          1093.34750           132.30630 R1L    
 396952.00000000000          1093.02000           132.68789 R2     
 825455.00000000000          1092.78500           132.69968 R1L    
 519041.00000000000          1092.62500           136.64641 R1L    
 395731.00000000000          1092.58375           132.31119 I      
 810721.00000000000          1092.42250           133.15486 R1L    
 368712.00000000000          1092.09875           159.11668 R2     
 557629.00000000000          1091.84250           140.56489 R1L    
 408070.00000000000          1091.80875           132.49761 R1L    
 278002.00000000000          1091.67250           139.85302 R1S    
 589788.00000000000          1091.60000           132.88435 R1L    
 373563.00000000000          1091.56375           141.14143 R1L    
 452912.00000000000          1091.18750           132.60246 R1L    
 622373.00000000000          1091.04875           133.39369 R1L    
 397323.00000000000          1090.94625           132.88435 R2     
 813527.00000000000          1090.80750           134.42959 R1L    
 589275.00000000000          1090.56000           134.01105 R1L    
 928382.00000000000          1090.38125           134.95668 R1S    
 388413.00000000000          1089.80125           132.38435 R1L    
 419143.00000000000          1089.76125           132.51156 R1L    
 441030.00000000000          1089.55125           141.75442 R1L    
 275578.00000000000          1089.51250           132.80640 R2     
 408294.00000000000          1089.47625           138.58723 R1L    
 351148.00000000000          1088.33500           132.43963 R1L    
 693762.00000000000          1087.68250           134.67171 R1L    
 371849.00000000000          1087.51125           134.00776 R2     
 822767.00000000000          1087.43875           132.28904 R1L    
 546093.00000000000          1087.30000           132.42243 R1L    
1019306.00000000000          1087.22250           136.26955 R1L    
 825554.00000000000          1086.83500           132.20160 R1L    
 692574.00000000000          1086.56000           132.72396 R1L    
 277434.00000000000          1086.48875           146.95243 MUC    
 347906.00000000000          1086.41125           138.07830 R1S    
 392936.00000000000          1086.32000           141.62010 R2S    
 341719.00000000000          1086.28000           149.46615 R3     
 404517.00000000000          1086.01125           131.37834 R1L    
1014430.00000000000          1085.76375           141.56403 R2S    
 849182.00000000000          1085.74500           132.53385 R1L    
 393934.00000000000          1085.63375           132.66295 R1L    
 342600.00000000000          1085.36125           132.18076 DMU    
 725788.00000000000          1085.08750           133.18948 R1L    
 622340.00000000000          1085.06000           132.51852 R1S    
 440248.00000000000          1084.87125           131.98466 R1L    
 622654.00000000000          1084.38250           132.49844 R2     
 415943.00000000000          1084.04500           132.46340 R1L    
 825414.00000000000          1083.97875           132.00085 R1L    
 408617.00000000000          1083.87750           140.51574 R1L    
 371278.00000000000          1083.80625           148.83519 R2     
 464636.00000000000          1083.73125           132.11641 R1L    
 768739.00000000000          1083.68375           182.50568 R1S    
 415620.00000000000          1083.48125           132.19422 R1L    
 351874.00000000000          1083.46375           138.12698 R3     
 369678.00000000000          1083.41250           131.70162 R2     
 395756.00000000000          1083.29375           131.78226 R1L    
 384388.00000000000          1083.26000           132.40709 R1L    
 561324.00000000000          1083.24375           131.92105 OS     
 384313.00000000000          1083.10375           132.94054 R2S    
 384057.00000000000          1083.09750           134.46080 R1L    
 579540.00000000000          1082.96250           137.40949 R1L    
 444760.00000000000          1082.92125           132.98570 R1L    
 393546.00000000000          1082.88250           138.29038 R1L    
 343566.00000000000          1082.74125           131.97733 DMU    
 395327.00000000000          1082.65500           138.40722 R2     
 557272.00000000000          1082.39250           131.86923 R1L    
 371138.00000000000          1082.38875           143.98035 R2     
 395731.00000000000          1082.21250           131.64821 I      
 369264.00000000000          1082.13000           131.63487 R2     
 768226.00000000000          1081.92875           132.00924 R1L    
 419119.00000000000          1081.92500           132.50738 R1L    
 492538.00000000000          1081.87875           132.26800 R1L    
 830976.00000000000          1081.87000           137.99422 R1L    
 396515.00000000000          1081.53125           159.58819 C3     
 359596.00000000000          1081.43750           167.26983 R2     
 191783.00000000000          1080.80250           141.11118 R2     
 386219.00000000000          1080.54750           138.35151 R1L    
 928408.00000000000          1080.53250           144.67506 R1S    
 366690.00000000000          1080.44375           146.67094 R2     
 684449.00000000000          1080.39750           133.02665 R1L    
 351049.00000000000          1080.24625           132.52386 R1L    
 395731.00000000000          1079.95500           131.46373 I      
 415935.00000000000          1079.91125           132.07710 R1L    
 998336.00000000000          1079.61875           142.86853 OS     
 392019.00000000000          1079.60250           133.29705 R1L    
 391631.00000000000          1079.59500           133.91784 R1L    
 404558.00000000000          1079.45125           131.82039 R1L    
 397489.00000000000          1079.44125           145.22965 R2S    
 277921.00000000000          1079.40250           132.49269 R1S    
 491795.00000000000          1079.17500           132.10323 R1L    
 353011.00000000000          1078.92000           150.12817 R1S    
 146027.00000000000          1078.87750           144.44965 C2     
 445098.00000000000          1078.86875           131.71592 R1L    
 940346.00000000000          1078.62375           142.70517 R1S    
 792358.00000000000          1078.42750           131.36980 R1L    
 350678.00000000000          1078.37250           133.19468 R1L    
 721530.00000000000          1078.12125           139.42000 R1L    
 625269.00000000000          1078.06000           130.35735 R2     
 378588.00000000000          1078.02125           136.64075 R2     
 335398.00000000000          1077.97250           131.32296 CDA    
 492439.00000000000          1077.89125           131.54657 R1L    
 275347.00000000000          1077.78625           131.69576 R2     
 410779.00000000000          1077.73250           132.08646 R1L    
 373092.00000000000          1077.64875           132.00066 R2     
1016070.00000000000          1077.58375           136.96327 R1L    
 742684.00000000000          1077.52750           128.56699 R1L    
 441626.00000000000          1077.51375           140.15138 R1L    
 440123.00000000000          1077.34875           133.73831 M1     
 378562.00000000000          1077.25375           136.75585 R2     
 349381.00000000000          1077.14625           132.66964 R1L    
 348482.00000000000          1076.98500           132.56764 R1L    
 370528.00000000000          1076.90125           130.91364 R2     
 192120.00000000000          1076.60250           131.57563 R1L    
 572719.00000000000          1076.56500           132.07554 R1S    
 350777.00000000000          1076.52500           135.49449 R1L    
 825448.00000000000          1076.42375           131.71712 R1L    
 354639.00000000000          1076.12750           132.48861 R1S    
 279125.00000000000          1075.98750           154.71453 R2     
 367771.00000000000          1075.93750           132.86500 R2     
 396945.00000000000          1075.79250           131.63418 R2     
 911230.00000000000          1075.75250           139.53055 R2     
 392944.00000000000          1075.73750           133.34742 R1L    
 192906.00000000000          1075.30875           139.53362 R2     
 367458.00000000000          1075.30000           139.14131 R2     
 350975.00000000000          1075.23250           131.63897 R1L    
 388421.00000000000          1075.19000           131.77015 R1L    
 340638.00000000000          1075.10500           246.47779 R4     
 371518.00000000000          1074.45625           131.36689 MUC    
 773291.00000000000          1074.44750           131.07933 R1L    
 145300.00000000000          1074.37750           143.93523 R1S    
 825562.00000000000          1074.21750           131.50591 R1L    
1013408.00000000000          1074.12750           141.84624 R1S    
 279166.00000000000          1074.09125           155.88834 R2     
 825430.00000000000          1074.04125           131.43772 R1L    
 425850.00000000000          1073.93750           142.29208 R1L    
 397430.00000000000          1073.89875           134.64491 C3     
 928903.00000000000          1073.79750           134.61605 R1S    
 546325.00000000000          1073.69500           132.06265 R1L    
 367979.00000000000          1073.62375           164.02101 R3     
 276204.00000000000          1073.38750           139.62662 R1S    
 452540.00000000000          1072.96000           131.36574 R1L    
 814251.00000000000          1072.93000           131.22020 R2S    
 384073.00000000000          1072.78750           134.00284 R1L    
 278143.00000000000          1072.59000           143.30590 MUC    
 792341.00000000000          1072.49625           130.99867 R1L    
 279133.00000000000          1072.43125           155.07927 R2     
 922070.00000000000          1072.40125           145.96399 R2S    
 546101.00000000000          1072.26250           131.36539 R1L    
 348862.00000000000          1072.09125           137.04685 R1L    
 511758.00000000000          1072.06875           130.31081 R1L    
 612523.00000000000          1072.01375           140.72486 R1L    
 430306.00000000000          1071.90125           133.86647 C2     
 348110.00000000000          1071.86750           137.76547 R1S    
 600841.00000000000          1071.68750           131.71880 R1L    
 275669.00000000000          1071.50750           132.57002 R2     
 192906.00000000000          1071.46500           136.85290 R2     
 415877.00000000000          1071.04375           132.52687 R1L    
 350611.00000000000          1071.03125           138.08693 R1L    
 792143.00000000000          1070.89500           138.09714 R1L    
 276477.00000000000          1070.82875           136.92193 R2     
 916353.00000000000          1070.63625           138.25417 R1L    
 339895.00000000000          1070.47125           131.22339 R3     
 589572.00000000000          1070.38500           131.46839 R1L    
 349498.00000000000          1070.33375           133.34407 R1L    
 495614.00000000000          1070.26875           134.96049 R1L    
 792119.00000000000          1069.99625           136.71609 R1L    
 442343.00000000000          1069.49000           132.19214 R2     
 511725.00000000000          1069.41625           132.49952 R1L    
 372540.00000000000          1069.26750           137.32080 R2     
 942219.00000000000          1069.25000           137.19735 R2S    
 366054.00000000000          1069.21750           131.94458 R1S    
 347625.00000000000          1069.11750           184.73960 R1L    
 674085.00000000000          1069.10375           136.23779 R2S    
 419887.00000000000          1068.91375           138.55438 R1L    
 807768.00000000000          1068.83500           138.35879 R1L    
 612499.00000000000          1068.59125           133.37972 R1L    
 790303.00000000000          1068.49375           135.04462 R1L    
 369892.00000000000          1068.45375           132.76936 R1S    
      0.00000000000          1068.43250           159.16975 U      
 555797.00000000000          1068.38750           131.72138 R1L    
 408625.00000000000          1068.29125           139.67448 R1L    
 732461.00000000000          1068.10875           133.40468 R1L    
 351783.00000000000          1067.96250           131.02821 R1S    
 393876.00000000000          1067.59000           131.06499 R1L    
 369280.00000000000          1067.15000           130.76324 R3     
 830638.00000000000          1067.11500           138.66120 R1L    
 776575.00000000000          1066.82375           130.89862 R1L    
 354647.00000000000          1066.55000           146.27584 R3     
 351296.00000000000          1066.51000           132.22548 R1S    
 371500.00000000000          1066.50875           178.73956 R2     
 351403.00000000000          1066.44000           131.68135 R2     
 192906.00000000000          1066.33875           136.31861 R2     
1006204.00000000000          1065.66375           137.62390 R2S    
 391789.00000000000          1065.54500           132.91954 R1L    
 444596.00000000000          1065.40750           130.97449 R1L    
 795930.00000000000          1065.37625           133.60921 R1L    
 597161.00000000000          1065.31375           136.64831 R1L    
 378885.00000000000          1065.17125           137.30784 R1S    
 753160.00000000000          1064.85375           143.66059 R1L    
 279141.00000000000          1064.47500           155.05025 R2     
 442400.00000000000          1064.28500           138.85362 R3     
 393652.00000000000          1063.99125           131.31078 R1L    
 624908.00000000000          1063.44000           138.30395 R1L    
 416065.00000000000          1063.43125           131.18409 R2     
 688861.00000000000          1063.32625           134.86772 R3     
 464354.00000000000          1063.25375           131.18099 R1L    
 372664.00000000000          1063.16375           134.16584 R1S    
 911412.00000000000          1063.06125           141.84005 R1L    
 732974.00000000000          1062.76000           132.60819 R1L    
 531509.00000000000          1062.72500           132.77371 R1L    
 679936.00000000000          1062.65875           139.01660 R1L    
 359794.00000000000          1062.13875           172.04399 MUC    
 596197.00000000000          1061.81750           130.29247 R1L    
 395434.00000000000          1061.68875           131.12176 R1L    
 920215.00000000000          1061.57125           138.38744 R1L    
 395731.00000000000          1061.56375           130.38680 I      
 277277.00000000000          1061.47375           178.00920 MUC    
 392555.00000000000          1061.39500           134.08790 R1L    
 920850.00000000000          1061.36750           137.93849 R1L    
 608307.00000000000          1061.34375           131.21679 R1L    
 625517.00000000000          1061.18500           128.61336 R2     
 681221.00000000000          1060.99750           138.81915 R1L    
 392928.00000000000          1060.71125           137.91604 R1L    
 367433.00000000000          1060.63750           138.27740 R2     
 377887.00000000000          1060.44625           130.31091 R1L    
 385609.00000000000          1060.37875           130.63192 R1S    
 145946.00000000000          1060.07875           132.66783 R1L    
 391359.00000000000          1059.98250           133.33304 R1L    
 928473.00000000000          1059.98125           137.43388 R1S    
 511501.00000000000          1059.86750           131.18651 R1L    
 612507.00000000000          1059.83000           133.16384 R1L    
 347765.00000000000          1059.68875           135.22590 R1S    
 392910.00000000000          1059.52125           138.48219 R1L    
 546028.00000000000          1059.40750           132.51034 R1L    
 768432.00000000000          1058.82000           134.34202 R1L    
 853325.00000000000          1058.55625           139.74114 R1L    
 768010.00000000000          1058.43125           140.20642 R2     
 613489.00000000000          1058.25375           136.39056 R1L    
 462820.00000000000          1058.11875           130.53984 R1L    
 367490.00000000000          1058.07500           135.79835 R1L    
1023860.00000000000          1057.99125           152.17931 R2S    
 922039.00000000000          1057.90625           138.84381 R1L    
 349761.00000000000          1057.87250           130.14595 R1L    
 792127.00000000000          1057.82000           137.56201 R1L    
 625178.00000000000          1057.77500           138.13016 R1L    
 378554.00000000000          1057.76625           135.94651 R2     
 349696.00000000000          1057.73375           132.08351 R1L    
 395186.00000000000          1057.56125           140.31131 R2     
 393405.00000000000          1057.25000           130.71749 R1L    
 802983.00000000000          1057.21125           308.71178 R1L    
 902205.00000000000          1057.19000           134.80149 R2     
 711192.00000000000          1056.99125           134.28478 R1L    
 511477.00000000000          1056.70500           130.83676 R1L    
 275636.00000000000          1056.59625           131.61726 R2     
 480525.00000000000          1056.32375           130.70377 R1L    
 718122.00000000000          1056.29000           139.85593 R1L    
 572842.00000000000          1056.23750           132.58012 R1L    
 734947.00000000000          1055.81500           144.61144 R1L    
1020494.00000000000          1055.75500           139.24371 R1L    
 369934.00000000000          1055.64375           131.94000 R2     
 739409.00000000000          1055.48250           130.99983 R1L    
 349894.00000000000          1055.43875           131.72305 R1L    
 393884.00000000000          1055.06375           130.56181 R1L    
 492413.00000000000          1054.77500           130.34583 R1L    
 351288.00000000000          1054.65750           131.01753 R1S    
 464388.00000000000          1054.30250           131.44894 R1L    
 683623.00000000000          1053.92625           131.52987 R1L    
 442319.00000000000          1053.91625           129.89803 R2     
 408492.00000000000          1053.60500           131.70834 R1L    
 736975.00000000000          1053.56750           140.23119 R1L    
 366674.00000000000          1053.55125           132.47198 R2     
 905208.00000000000          1053.52000           169.47390 M1     
 437350.00000000000          1053.51000           130.25190 R1L    
 395509.00000000000          1053.47000           143.38528 R1L    
 735217.00000000000          1053.39125           135.16015 R1L    
 419192.00000000000          1052.86750           130.15448 R1L    
 530212.00000000000          1052.77750           130.05208 R1L    
 604587.00000000000          1052.69500           130.71684 R1L    
 573121.00000000000          1052.52750           130.78482 R1L    
 393595.00000000000          1052.30250           138.62507 R1L    
 339713.00000000000          1052.29875           191.56870 R3     
 275495.00000000000          1051.89750           158.35998 MUC    
 919365.00000000000          1051.71000           129.99634 R2     
 463869.00000000000          1051.68375           134.60059 R3     
 720169.00000000000          1051.55500           131.56514 R1L    
 792150.00000000000          1051.47250           137.30747 R1L    
 709790.00000000000          1051.31250           135.65918 R1L    
 706564.00000000000          1051.30250           128.86581 R1L    
 777508.00000000000          1051.15125           129.84426 R1L    
 378570.00000000000          1050.97500           135.47435 R2     
 384040.00000000000          1050.96500           132.89031 R1L    
 371336.00000000000          1050.93375           133.60151 R2     
 505271.00000000000          1050.66875           130.70136 R1L    
 464487.00000000000          1050.65500           130.95644 R1L    
 372870.00000000000          1050.45750           136.23582 R2     
 416206.00000000000          1050.37500           133.28727 R1L    
 835744.00000000000          1050.08750           134.48956 R1L    
 928481.00000000000          1049.38625           137.05225 R1S    
 349878.00000000000          1049.22875           130.69478 R1L    
 925123.00000000000          1048.86625           137.07396 R1L    
 931196.00000000000          1048.45625           137.32269 R1L    
 370254.00000000000          1048.37250           135.67107 R2     
 708123.00000000000          1047.81125           132.56678 R1L    
1020502.00000000000          1047.73375           137.37892 R1L    
 350900.00000000000          1047.71875           127.79099 R1L    
 394684.00000000000          1047.62500           132.98430 I      
 441337.00000000000          1047.00750           130.47074 R2     
 372649.00000000000          1046.80250           133.49583 R1S    
 367763.00000000000          1046.73750           131.08692 R2     
 708057.00000000000          1046.45625           132.49367 R1L    
 395731.00000000000          1046.42125           129.40796 I      
 932780.00000000000          1046.40250           137.25581 R1L    
 693903.00000000000          1046.33625           132.79459 R1L    
 745125.00000000000          1045.96000           148.82748 R1L    
 191783.00000000000          1045.62000           132.35016 R2     
 922005.00000000000          1045.48125           129.65747 R1L    
 761460.00000000000          1045.46375           140.62035 R1L    
 350967.00000000000          1045.21750           130.19483 R1L    
 452284.00000000000          1045.09750           126.82275 R1L    
1025972.00000000000          1044.96000           137.15441 R1L    
 415869.00000000000          1044.95875           131.04029 R1L    
 386284.00000000000          1044.87750           134.07862 R2     
 544908.00000000000          1044.53375           137.04030 R1L    
 349480.00000000000          1044.33375           133.47230 R1L    
 283150.00000000000          1044.27375           137.11778 R1L    
 527960.00000000000          1044.04750           131.49945 R1L    
 452177.00000000000          1044.02375           128.27458 R1L    
 792325.00000000000          1043.93000           134.31831 R1L    
 283150.00000000000          1043.66750           136.99274 R1L    
 373530.00000000000          1043.49750           138.98489 R1L    
 839613.00000000000          1043.45875           141.57960 R1L    
 719757.00000000000          1043.28625           130.97221 R1L    
 603217.00000000000          1043.23125           135.74723 R1L    
 726919.00000000000          1042.89250           136.96549 R2     
1025980.00000000000          1042.77500           136.96328 R1L    
 906206.00000000000          1042.75125           137.29230 R1L    
 733162.00000000000          1042.70750           132.66244 R1L    
 729459.00000000000          1042.40625           134.50168 R1L    
 391375.00000000000          1042.36750           136.70384 R1L    
 704577.00000000000          1042.35750           129.40201 MUC    
 350165.00000000000          1042.13000           129.14686 R1L    
 784819.00000000000          1042.12375           139.78449 R1L    
 928358.00000000000          1041.91625           130.75419 R1S    
 349472.00000000000          1041.85875           130.62472 R1L    
1025998.00000000000          1041.72125           136.83834 R1L    
 373282.00000000000          1041.63875           128.44945 R2     
 347815.00000000000          1041.45500           139.20321 R1S    
 766139.00000000000          1041.05250           129.18417 R1L    
 396515.00000000000          1040.68750           156.52977 C3     
1026012.00000000000          1040.64750           136.80165 R1L    
 625392.00000000000          1040.64250           136.07717 R1L    
1026004.00000000000          1040.32250           136.77228 R1L    
 528315.00000000000          1039.76250           148.59753 R1L    
 372698.00000000000          1039.62250           132.71058 R1S    
 385674.00000000000          1039.62000           145.96881 R2     
 926683.00000000000          1039.27875           137.42684 R1L    
 352286.00000000000          1039.25750           139.26507 R1S    
 792135.00000000000          1039.19750           136.69181 R1L    
 732586.00000000000          1039.08750           132.98962 R1L    
 345611.00000000000          1038.90500           147.98564 R3     
 464628.00000000000          1038.59500           128.97065 R1L    
 352229.00000000000          1038.56625           129.64626 R1S    
 827634.00000000000          1038.40000           129.81040 R2     
1024272.00000000000          1038.18625           141.59818 R2     
 348466.00000000000          1038.03000           130.68564 R1L    
 847152.00000000000          1037.43250           128.90902 R2S    
 511675.00000000000          1036.58625           129.18709 R1L    
 367615.00000000000          1036.35000           130.16449 R2     
 364331.00000000000          1036.30875           174.22107 R2     
 744458.00000000000          1036.19875           130.98859 R1L    
 384032.00000000000          1036.18250           132.12849 R1L    
 367243.00000000000          1036.02000           129.38534 R1L    
 818633.00000000000          1035.92250           127.35326 R1L    
 275297.00000000000          1035.91625           155.10693 R3     
 781732.00000000000          1035.91250           131.08898 R1L    
 395335.00000000000          1035.82375           133.38336 R2     
 570622.00000000000          1035.58125           129.00828 R2     
 352195.00000000000          1035.47750           129.28803 R1S    
 364323.00000000000          1035.38250           173.26804 R2     
 840256.00000000000          1035.07750           133.37020 R1L    
 916262.00000000000          1034.98125           128.78672 R1L    
 827766.00000000000          1034.77750           136.27166 R1L    
 572990.00000000000          1034.69250           138.88225 R1L    
 371328.00000000000          1034.43875           136.80076 R2     
 576777.00000000000          1034.10250           133.73739 R1L    
 673814.00000000000          1033.76500           129.84907 MUC    
 373035.00000000000          1033.63375           128.97590 R3     
 440917.00000000000          1033.61750           130.63219 R1L    
 724088.00000000000          1033.59375           130.54882 R1L    
 816355.00000000000          1033.48375           130.88379 R1L    
 522243.00000000000          1033.46000           129.58948 R1L    
 816512.00000000000          1033.17750           128.86404 R1L    
 928499.00000000000          1033.04625           136.39145 R1S    
 452524.00000000000          1033.01750           131.79292 R1L    
 457085.00000000000          1032.78000           128.52464 R1L    
 350561.00000000000          1032.57750           131.83687 R1L    
 367441.00000000000          1032.27500           137.17421 R2     
 683276.00000000000          1032.20750           132.09292 R1L    
 587733.00000000000          1032.14875           135.08384 R1L    
 841403.00000000000          1031.88625           128.28358 R1L    
 378893.00000000000          1031.79500           135.93400 R1S    
 546903.00000000000          1031.62500           130.46195 R1L    
 351270.00000000000          1031.60500           129.39546 R1S    
 350603.00000000000          1031.58375           139.02052 R1L    
 351866.00000000000          1031.42375           140.40172 R3     
 361782.00000000000          1031.27750           130.64482 R2     
 589192.00000000000          1031.14500           127.54095 R1L    
 992123.00000000000          1031.11125           136.03737 R1L    
 808113.00000000000          1030.98375           130.06180 R1L    
 339812.00000000000          1030.91500           168.21044 R3     
 367482.00000000000          1030.83750           134.68689 R1L    
 440529.00000000000          1030.81000           130.31394 R1L    
 416172.00000000000          1030.58750           129.03362 R1L    
 378596.00000000000          1030.30750           134.38395 R2     
 933317.00000000000          1030.22375           133.30345 R2     
 350595.00000000000          1030.10375           138.99883 R1L    
 393843.00000000000          1029.79500           130.51921 R1L    
 393850.00000000000          1029.67500           130.56628 R1L    
 827832.00000000000          1029.26625           135.33836 R1L    
 388629.00000000000          1028.87750           163.96006 R1S    
 816249.00000000000          1028.72500           130.63825 R1L    
 723296.00000000000          1028.54375           134.66749 R2S    
 349712.00000000000          1028.49875           132.53663 R1L    
 827824.00000000000          1028.48750           135.49609 R1L    
 586420.00000000000          1028.21750           137.12188 R1L    
 351858.00000000000          1028.18750           142.68161 R3     
 360149.00000000000          1028.17875           129.09324 R3     
 912626.00000000000          1027.76500           135.57593 R1L    
 386193.00000000000          1027.75375           129.51712 R1S    
 370098.00000000000          1027.57500           132.90087 R2     
 723221.00000000000          1027.57250           141.80685 R2     
 810762.00000000000          1027.56625           135.33850 R1L    
 845701.00000000000          1027.45000           135.31481 MUC    
 746164.00000000000          1027.43375           131.07114 R2S    
 597658.00000000000          1027.27250           136.51832 R1L    
 442038.00000000000          1027.14125           132.89850 R1L    
 999854.00000000000          1027.13625           131.09524 R2S    
 352120.00000000000          1027.01750           131.10017 R1L    
 843961.00000000000          1026.85000           134.74859 R1L    
 827758.00000000000          1026.69500           136.27061 R1L    
 396101.00000000000          1026.66750           129.09557 R1L    
1008648.00000000000          1026.51875           137.67307 R2S    
 480418.00000000000          1026.05000           128.98869 R1L    
1005057.00000000000          1025.89375           135.30897 R1L    
 385765.00000000000          1025.85250           128.75985 R1L    
 742635.00000000000          1025.85000           134.87877 R1L    
 377572.00000000000          1025.74875           134.60158 R1L    
 790774.00000000000          1025.69375           131.27126 R1L    
 342956.00000000000          1025.68000           130.54954 DMU    
 352278.00000000000          1025.34500           135.95504 R1S    
 362749.00000000000          1025.23625           139.12618 I      
 378851.00000000000          1025.00500           135.21104 R1S    
 354456.00000000000          1024.96250           132.40422 R2     
 776997.00000000000          1024.94000           133.01597 R1L    
 442350.00000000000          1024.88250           129.27973 R2     
 390609.00000000000          1024.84625           128.11548 R1L    
 915082.00000000000          1024.79125           136.38389 R2     
 879916.00000000000          1024.43125           128.70278 R1L    
 586537.00000000000          1024.23750           137.09751 R2S    
 768176.00000000000          1024.09500           128.11499 R1L    
 884031.00000000000          1024.04125           128.65790 R1L    
 274282.00000000000          1024.02500           152.24631 R2     
 719260.00000000000          1023.99250           132.74832 R1L    
1014661.00000000000          1023.84500           132.20026 R2     
 349886.00000000000          1023.65625           129.67384 R1L    
 708537.00000000000          1023.51125           133.72957 R1L    
 348888.00000000000          1023.42875           130.84496 R1L    
 683938.00000000000          1023.13500           128.42392 R1L    
 900837.00000000000          1023.11625           135.93175 R1L    
 802363.00000000000          1022.91000           135.68662 R1L    
 275487.00000000000          1022.88000           182.16806 MUC    
 720243.00000000000          1022.81750           134.79686 R1L    
 275602.00000000000          1022.67250           129.67570 R2     
 723155.00000000000          1022.47500           135.39321 R2     
 692830.00000000000          1022.37000           128.65480 R1L    
 723551.00000000000          1021.70125           134.66924 R1L    
 335059.00000000000          1021.42000           155.47979 R3     
1021369.00000000000          1020.97250           136.97062 R1L    
 771923.00000000000          1020.96250           134.70229 R1L    
 373183.00000000000          1020.83875           127.99285 R1L    
 395913.00000000000          1020.64250           128.12633 R1L    
 864074.00000000000          1020.54000           127.80902 R1L    
 790758.00000000000          1020.50250           133.75336 R1L    
 811042.00000000000          1020.16625           132.05760 R1L    
 681056.00000000000          1020.11500           131.52125 R1L    
 552844.00000000000          1019.95250           127.78783 R1L    
 768762.00000000000          1019.94375           133.10436 R1L    
 829002.00000000000          1019.92625           135.01332 R1L    
 378844.00000000000          1019.72250           134.91320 R1S    
 895698.00000000000          1019.66875           140.83153 R1L    
 911743.00000000000          1019.53125           129.31945 R1L    
 145946.00000000000          1019.43375           128.84969 R1L    
 372110.00000000000          1019.39500           143.65116 C3     
